id,votacao,alpha,dim_lat1,dim_lat2
1522,2139981-128,-0.0036810162,-0.11345992,-0.15283622
1523,2139981-131,0.06639542,-0.029573435,-0.3876515
1524,2139981-44,0.024250451,0.3909979,0.8985438
1525,2139981-58,-0.004683515,0.963472,0.9972155
1526,2139981-70,0.36187726,0.015880791,-0.41467673
1527,2139981-96,1.0557837,0.10995482,0.6840104
1528,2141401-6,0.0150518175,-0.41414452,-1.0501224
1529,2143164-126,-0.015050159,-0.34286463,-0.69755065
1530,2143164-135,0.0008108783,0.33590814,1.1265187
1531,2144465-45,-0.00023561843,0.21630688,1.9421473
1532,2144465-55,-0.0054600257,0.26279822,1.0548706
1533,2144465-61,0.00581705,0.042882286,1.052206
1534,2144465-77,-0.0022682992,0.11563909,-1.0185977
1535,2145275-48,0.57792234,-0.20997307,0.8142584
1536,2145819-51,-1.915933,-0.12387125,-0.68903893
1537,2145822-60,1.6545595,0.10742908,0.6982412
1538,2148437-104,-2.30593,0.031629957,-1.1957674
1539,2148437-123,1.7880565,0.117251195,0.97285587
1540,2148437-158,0.003082077,0.007865498,1.0069007
1541,2148437-171,2.1181507,0.08010862,0.90535605
1542,2148437-44,1.8804511,0.5138672,0.54802656
1543,2148437-58,0.4377895,0.2082796,0.75215787
1544,2148437-84,-2.677081,-0.09819498,-1.1440511
1545,2151995-58,-1.0503572,-0.3026317,0.001836297
1546,2151995-82,-0.4562078,0.1163832,-0.24262334
1547,2153100-53,1.0878457,0.3685301,0.041186664
1548,2153100-59,-1.2558178,-0.3236929,0.003363846
1549,2153290-6,-1.0001944,-0.24194138,0.027350409
1550,2153714-7,-0.94976544,-0.2996847,-0.019991502
1551,2156331-35,0.8194292,0.20001657,1.0838461
1552,2156331-50,0.6848942,0.37437725,0.7613903
1553,2156497-8,-1.3512242,-0.171002,-1.0841625
1554,2162566-7,0.00057331746,-1.8605194,-1.6369019
1555,2163629-6,-0.010843716,-0.65268135,-0.79438204
1556,2164134-31,-0.013842703,-0.88464206,-0.7647891
1557,2164332-6,0.012542097,-1.2390469,-0.93033177
1558,356194-157,-0.0025718687,1.239767,0.7952772
1559,356194-158,0.6823411,-0.26060185,-0.0871642
1560,537672-97,-0.42538273,0.5531881,1.1415011
1561,583317-15,0.37574723,-0.2776805,-0.07521417
1562,611966-202,0.006240993,-0.0021869147,-0.52555966
1563,109150-238,0.002995493,0.33218655,0.5753084
1564,1214970-100,0.60850126,-0.031148318,0.6337674
1565,1214970-60,0.013359258,1.2198551,1.2632664
1566,15318-140,0.008719031,0.8620196,0.96248674
1567,1594899-75,0.0016886854,-0.43011048,-0.2669379
1568,16713-178,-0.76848465,-0.04059998,-0.9679113
1569,2082293-61,0.29396945,-0.4264298,-0.0020766514
1570,2088280-111,-1.5199686,0.23596933,0.016530352
1571,2088280-114,-0.0033277504,0.039573018,-0.18868323
1572,2142691-14,0.037217014,-0.8100283,-0.29256365
1573,2149372-22,-0.17089523,-0.2551195,-0.62042916
1574,2151922-57,-0.0038187534,0.39251408,0.9375715
1575,2151922-66,-0.0029262821,0.29038316,0.63775283
1576,2152544-73,0.6302047,-0.12258881,1.2547578
1577,2158425-105,0.24781896,0.016911937,0.8161816
1578,2158425-108,0.006491321,0.12161169,0.8761173
1579,2158425-111,0.018586453,0.1158334,1.0342383
1580,2158425-120,0.021339172,0.12900698,1.1702167
1581,2158425-147,0.01787502,0.06294331,1.1017752
1582,2158425-154,0.11554419,0.100151695,0.8903507
1583,2158425-38,0.0051229442,-0.05742331,1.1390789
1584,2158425-41,0.0056169955,-0.0062478846,1.0465592
1585,2158425-52,0.01628661,0.046617556,0.8216088
1586,2158425-62,0.00029392503,0.016471498,-0.86208355
1587,2158425-87,0.01616944,0.24649312,0.89929116
1588,2160639-11,0.0077567874,-0.84271145,-0.83299726
1589,2160860-118,-0.43570676,0.15169096,0.6687546
1590,2160860-131,-0.0051769675,0.06941363,1.1693825
1591,2160860-52,-0.0037385924,0.35513943,0.9134447
1592,2160860-55,-0.0049644876,-0.088319756,0.68465805
1593,2160860-58,-0.0018078097,0.40559503,0.7425919
1594,2160860-65,0.0062879347,-0.07236477,-0.80242956
1595,2160860-84,-0.0048644813,0.47797978,0.97629863
1596,2160860-93,-0.5726654,0.16599888,-0.6971414
1597,2164234-101,-0.0069096196,0.84582007,1.1141022
1598,2164234-103,-0.14456487,0.034536526,-1.2952137
1599,2164234-106,-0.018230747,0.10752831,-1.2092749
1600,2164234-109,-0.00019515565,0.11969797,-1.680868
1601,2164234-113,-0.0072591854,0.17195535,-1.6149704
1602,2164234-38,-0.0077660824,1.5046289,1.7548678
1603,2164234-47,-0.022361035,1.1167848,1.0207396
1604,2164234-52,0.001820871,1.6101475,1.7703575
1605,2164234-57,-7.669679e-06,2.041113,2.4705062
1606,2164234-63,-0.0027249292,0.9671606,1.3955659
1607,2164234-70,-5.1028464e-06,1.1375966,1.347679
1608,2164234-73,0.0128767,-0.91429996,-0.73053163
1609,2164234-77,0.004504606,-0.5650934,-1.1698049
1610,2164234-79,-0.0036944752,0.86742777,1.335325
1611,2164234-81,0.010425308,-0.6797752,-0.6448193
1612,2164234-87,-0.00011307479,1.0252261,1.6473
1613,2164596-9,-0.02533659,-0.048533842,-0.84255636
1614,2165578-43,0.00062564376,0.5522826,1.4374639
1615,2165578-55,0.02649229,0.63678116,1.3499036
1616,2165578-61,-0.004139325,0.31619635,1.6577822
1617,2165578-69,-0.0036558392,0.7372407,1.7581547
1618,2166092-33,-0.0022520702,1.0540149,0.90238494
1619,2166260-19,0.014295663,-0.59643936,-0.091025665
1620,2166464-52,-0.0061921454,0.16010296,0.24899161
1621,2167507-100,-0.002013693,-0.07783088,1.4887925
1622,2167507-112,-0.0030804514,-0.0449093,1.0058717
1623,2167507-125,-0.0006873668,-0.040663563,1.286737
1624,2167507-49,0.0027724805,-0.12395629,-0.92008114
1625,2167507-52,-0.002048542,0.2817586,0.8662748
1626,2167507-55,-0.008021856,0.19618295,1.0787419
1627,2167507-59,-0.0018089727,0.5961526,1.4168459
1628,2167507-65,-0.0017675638,-0.09861244,-1.3018577
1629,2167507-76,-0.005397665,0.43883651,1.1815013
1630,2167507-81,0.001982377,0.33939242,1.5843472
1631,2167507-87,-0.6481784,0.14412287,-1.3761894
1632,2167543-40,-0.008576981,1.0942293,1.5405354
1633,2167938-18,-0.13530624,0.73647755,1.1860355
1634,2167938-21,-0.001424245,0.75200623,1.4711329
1635,2168064-12,-0.018302288,0.77644783,1.0316021
1636,2168064-15,-0.009264918,1.0009989,1.8466238
1637,2168064-19,0.0004912341,-0.77890843,-1.7842641
1638,2168064-9,-0.00061526836,-0.85011095,-0.97121495
1639,2169217-6,-0.007902652,-1.2978821,-1.2629614
1640,2169397-9,-0.00068778254,-1.4404368,-1.2464288
1641,2170483-6,3.2274875e-05,-0.8613203,-1.375073
1642,2173096-10,-0.061709337,-0.16912447,-0.11830562
1643,2173291-6,0.0033802113,-0.7877311,-1.119106
1644,2173680-62,0.17114177,-1.5874915,-0.7409417
1645,2173759-7,-0.0032714724,-1.4583203,-1.2731124
1646,2175597-7,0.032370623,-0.8807698,-0.8755748
1647,2177118-7,0.96605,0.24420373,-0.2500685
1648,2177451-109,0.39833182,-0.26534978,1.0326421
1649,2177451-123,0.95199853,-0.24775605,0.93651867
1650,2177451-126,0.7403206,-0.2861658,1.0021597
1651,2177451-129,0.5565699,-0.2884569,1.0305234
1652,2177451-131,0.91698045,-0.31618136,0.99046105
1653,2177451-57,-0.11525872,0.11197432,-0.932592
1654,2177451-73,0.004405464,-0.094276324,0.98538035
1655,2177451-75,0.004451673,-0.13828716,0.90191877
1656,2177451-78,0.011782963,-0.032746937,0.9888594
1657,2177451-83,0.009261999,-0.20436871,1.1142732
1658,2177451-86,-0.0070211943,-0.0058905208,-0.7627749
1659,2177451-90,-1.23863,0.06826241,-0.91845244
1660,2180608-7,-0.116305046,-0.021615367,-0.5563767
1661,2180710-5,-0.010856705,0.015480174,-0.9387124
1662,2181260-40,0.0075111026,0.4385158,-0.05092797
1663,2181260-53,0.0054929624,-0.6349313,-0.4936409
1664,2182065-64,-1.3867446,-0.07947426,-0.30375314
1665,2182065-70,-2.356939,0.09621868,-0.10025041
1666,2182535-20,0.3130992,0.34687603,0.5680909
1667,2182535-22,0.59430104,0.19458441,0.6732658
1668,2183306-45,0.01709804,1.4840109,1.3862233
1669,2183306-48,0.0059778118,-1.1853527,-1.1417303
1670,2186530-6,0.0021591217,-0.6825441,-0.81401294
1671,2186777-31,-0.003300857,0.4997139,0.94150275
1672,2186777-35,-0.006886873,-0.59112424,-0.25777128
1673,2186805-6,0.04880741,-0.61277646,-0.9289111
1674,2187020-9,1.0895851,-0.44273096,-0.117867194
1675,2188690-32,0.0014960734,-0.3756004,-1.1746322
1676,542102-101,0.00010035568,0.96934825,1.9078557
1677,542102-108,0.023282375,-0.449519,-0.9242283
1678,542102-128,-0.00797025,1.5406944,1.8117536
1679,542102-144,-0.0021195947,1.3122591,1.4033681
1680,542102-150,-0.020376172,0.74070275,1.5001506
1681,542102-154,6.5675245e-05,2.1085055,2.0315294
1682,542102-156,0.008257013,-2.0474896,-1.8778025
1683,542102-160,0.013174338,0.62552935,1.2202499
1684,542102-163,0.0008716242,0.08520943,0.42204553
1685,542102-169,0.0005041367,-0.57726455,-0.96026593
1686,542102-184,0.0007903799,-1.6112822,-1.247953
1687,16526-506,-0.00076088135,1.6766716,1.9467478
1688,16526-572,1.3436949,0.18030363,0.8056941
1689,16526-580,-2.5220912,-0.23389977,-0.33308965
1690,16526-582,1.6932248,0.20375487,0.26015776
1691,1672576-101,-0.0017556275,0.51602197,0.6959462
1692,1672576-109,0.5172696,0.14778915,-0.6315836
1693,1672576-120,-0.01237885,0.5855952,0.8842059
1694,1672576-124,-0.009118349,0.6557197,1.5302874
1695,1672576-128,-0.0010660489,0.7817265,1.6819274
1696,1672576-133,-0.034952864,0.37524688,1.0411566
1697,1672576-136,0.0037282552,-0.06710718,-1.2917453
1698,1672576-147,-0.0070937215,0.91455185,1.5874922
1699,1672576-150,0.00228242,-0.38346857,0.8718094
1700,1672576-153,0.014153204,-0.18718529,1.0975658
1701,1672576-171,-0.4422338,-0.35058606,0.42216092
1702,1672576-97,0.012618702,0.35750014,0.5276314
1703,2075448-116,-8.8802517e-07,1.981234,1.7476611
1704,2082511-75,-0.00018096033,0.38998723,-0.76904696
1705,2083376-47,-0.5372655,0.7879814,0.7785792
1706,2083376-58,-0.69219226,0.65212035,0.5382045
1707,2147241-38,-0.012531958,0.76885337,0.7006726
1708,2147241-44,-0.0014137183,0.7108052,0.64136785
1709,2147241-47,-0.012685645,0.83967036,0.7619578
1710,2147241-51,0.06507026,-0.49321964,-0.4310452
1711,2147241-54,-0.008687864,0.72985023,0.54187214
1712,2147241-60,0.007377361,-0.5363266,-0.5109568
1713,2147241-69,0.008337469,0.34680516,0.49077976
1714,2158536-10,-0.0065153916,-0.47263026,-0.45548132
1715,2158716-112,0.002717196,-1.2468605,-0.79681045
1716,2158716-139,0.0026851152,-1.1319333,-0.6244182
1717,2160860-165,-0.018440295,-0.1811296,0.61046076
1718,2160860-173,-0.01170543,-0.021078775,0.78681606
1719,2160860-178,-1.2631489,0.69889337,0.50224674
1720,2160860-181,-0.0006164407,-0.087274015,0.70926744
1721,2160860-198,-0.011034916,0.36813983,0.99964154
1722,2160860-202,-0.02042888,-0.23023298,0.88688594
1723,2165194-100,-6.189938e-05,-2.3254356,-0.86678463
1724,2165194-102,-1.7136248,-0.08954446,0.23224509
1725,2165194-103,0.0013892524,-2.2721667,-0.8863282
1726,2165194-96,-0.0034724157,1.8548185,0.7151357
1727,2166600-80,-0.9011297,1.3021718,0.6687149
1728,2166600-81,1.0640577,-1.0913411,-0.7862248
1729,2166600-89,0.004752467,1.1640668,-0.5660448
1730,2178170-53,0.2394786,-1.4132845,-1.4191505
1731,2179189-45,-0.14478815,0.45386344,0.868047
1732,2179189-59,-0.552228,0.06390121,0.6381812
1733,2186621-64,-0.037942678,0.710795,0.6372119
1734,2187087-144,3.0010045,1.2445087,0.20758128
1735,2187087-155,1.4544629,0.85217524,0.2801064
1736,2187087-162,1.6253946,0.9547743,0.18192688
1737,2187087-169,1.7583156,0.8863433,0.26858976
1738,2187087-172,1.0078118,0.98964006,0.117609404
1739,2187087-174,2.8344152,1.1214932,0.20157762
1740,2187087-39,0.55499804,0.7840312,0.1332458
1741,2187087-53,0.4948109,0.7947427,0.21482274
1742,2187087-60,-2.080133,-0.75267,-0.21128641
1743,2187087-67,0.3163152,0.99942917,0.041810352
1744,2188301-38,-0.0019869376,0.7042577,1.2244308
1745,2188301-41,0.014850967,0.45383126,1.7574596
1746,2188301-45,-0.004583274,-0.70913446,-1.2174522
1747,2188301-48,0.007991381,-0.42719415,-1.1246339
1748,2188301-50,-0.4297523,0.36261222,0.794088
1749,2188301-57,-0.03607173,0.5276824,1.1782349
1750,2188301-59,0.06524955,-0.6903553,-0.83860415
1751,2189858-42,-0.0003052296,1.5372852,2.42608
1752,2189858-45,-0.0035905463,1.1045237,1.716081
1753,2189858-49,0.011751776,1.6852516,2.3717792
1754,2189858-53,-0.014272091,0.7441771,1.1251681
1755,2189858-73,-9.588843e-05,-0.044332836,0.97533864
1756,2190237-37,-0.018501144,0.48031077,1.0156254
1757,2190237-40,-0.00082947395,-0.4629199,1.7681671
1758,2190237-47,-0.0088813,0.15058036,1.0005823
1759,2190237-50,0.0016809443,-0.106410556,-0.72810405
1760,2190237-54,-0.0010149331,0.15777585,1.0140483
1761,2190237-57,0.0024868366,0.21312283,0.9975621
1762,2190237-60,0.00054513814,-0.09056178,-0.95161927
1763,2190237-66,-0.010045995,0.4076032,1.0351993
1764,2190237-69,-0.0074187517,-0.12038528,-0.9322897
1765,2190237-72,-4.1934545e-06,-0.16283192,0.9929559
1766,2190237-76,0.00084183074,-0.15480328,-0.94514495
1767,2190237-80,-0.0061068926,-0.008060152,-0.92982477
1768,2190237-82,-0.02272124,0.010834667,-0.85648906
1769,2190237-94,0.0031858033,0.09685077,1.0616705
1770,2190237-99,0.008399971,0.6880024,0.9880125
1771,2190288-81,1.5371497,0.6647796,-0.14133644
1772,2190355-51,-0.0037365102,0.904236,0.8847709
1773,2190355-84,0.0064408486,-0.31815445,0.5764912
1774,2190355-87,0.013182148,-0.6089849,0.9253289
1775,2190355-90,0.28065544,-0.49221623,0.47529837
1776,2190880-37,-1.7435246,0.6583172,-0.39500877
1777,2192300-10,1.6696572,-0.76776415,0.42321414
1778,2192459-588,-0.004391226,-0.08131184,1.4991392
1779,2192459-591,-0.006425233,-0.18979667,1.6366005
1780,2192459-601,1.6626441e-06,0.46575385,-2.746667
1781,2192459-609,0.00079761905,0.17935249,1.5226551
1782,2192459-612,0.0048541855,-0.049710076,1.2748061
1783,2192459-616,0.00016346903,0.17804186,-1.3750854
1784,2192459-619,-0.019129064,0.1402031,1.3742778
1785,2192459-625,-0.0051819202,0.1427978,1.4818274
1786,2192459-636,0.0002840318,0.3455866,-1.4316459
1787,2192459-640,0.0072430987,-0.54059434,0.45208985
1788,2192459-646,-0.012104551,-0.30212834,1.643773
1789,2192459-649,0.0005338561,0.23444654,-0.94920415
1790,2192459-662,-0.011007761,-0.18653756,1.3067151
1791,2192459-668,-0.0011472943,-1.152996,-0.649738
1792,2192459-690,0.00058657763,-0.05115353,2.11101
1793,2192459-692,-0.0018294572,-0.4299763,1.0575367
1794,2192459-705,8.871996e-05,0.24114579,1.9627274
1795,2192459-734,1.0318797,-1.0113789,-0.69833404
1796,2192459-757,0.008780512,0.07204541,2.6052535
1797,2192459-763,-0.016700253,-0.114252,-1.9027251
1798,2192459-772,0.0010410993,0.3501281,1.8314408
1799,2192459-775,-0.0026018864,0.724652,1.3909199
1800,2192459-779,0.006012446,-0.15460868,-1.5313613
1801,2192459-781,-0.005633532,0.65080893,1.2871048
1802,2192459-786,0.0076581878,0.4061807,-1.463492
1803,2192459-794,8.412817e-05,0.3247296,2.3980029
1804,2193540-135,0.3057479,0.5531545,0.2641517
1805,2193540-77,1.077447,0.5191124,0.22946781
1806,2193564-40,-0.019259064,0.8212062,1.0552673
1807,2193564-43,0.00557982,1.2801036,1.441691
1808,2193564-54,-2.4852565e-05,2.2404318,2.8706498
1809,2193564-57,-0.00938249,-1.8504627,-1.3824682
1810,2194357-6,-0.0034327959,-0.64171624,-0.43006095
1811,2194540-7,0.010261059,-0.45746723,-0.50445074
1812,2197160-52,0.67246693,-1.3679818,-0.86870587
1813,2197160-54,0.8258619,-1.1136771,-0.7001594
1814,2197160-67,0.64589304,-1.1002661,-0.75076383
1815,2197504-87,-0.0015527705,-1.0372127,-0.7971795
1816,2199310-35,3.1730116e-05,1.840818,2.2382467
1817,2199310-38,7.9064645e-05,2.6042387,2.7696483
1818,2199310-43,-0.0016934226,2.7470753,2.8941994
1819,2199310-46,-6.0151004e-05,2.0236294,1.9133375
1820,2199310-51,-0.011123154,2.0791929,1.8927555
1821,2199310-55,-0.5750586,1.2301424,0.97581714
1822,2199763-38,-0.008423357,0.05620605,1.7702643
1823,2199763-44,-0.026207807,0.057520747,1.4393919
1824,2199763-49,0.0074981293,0.11817783,-1.8392054
1825,2199763-53,0.0153788235,-0.07211818,-1.5927924
1826,2199763-58,0.02921065,-0.18872319,-1.3990945
1827,2199763-66,0.0008289285,0.53265834,1.2669777
1828,2199763-79,0.008485704,-0.29096782,1.0267627
1829,2199763-91,-1.9045793,0.5723933,0.30430448
1830,2200900-17,0.00042056618,0.36548904,-0.72898257
1831,2201529-33,-0.028739212,1.9904464,-0.15810691
1832,2201532-39,-0.018326042,2.6579592,0.12783875
1833,2203106-13,0.020227,-0.9923768,0.39886943
1834,2204056-138,-0.0021962628,1.0631863,0.9028621
1835,2204056-146,0.008244321,1.4385557,1.8642267
1836,2204056-153,0.00050313293,2.6446111,2.7301476
1837,2204056-190,0.00022805377,0.01446306,-1.2893789
1838,2207613-130,-0.039986633,0.19836709,0.8349523
1839,2207613-135,0.0009849184,-0.19766928,-0.9776164
1840,2207613-144,-0.0044218428,-0.0012061741,1.1151812
1841,2207613-147,-0.0014770855,0.11785742,0.99259293
1842,2207613-150,0.004180103,0.15178588,-0.96424204
1843,2207613-154,0.0011751457,-0.046953548,-0.92849696
1844,2207613-156,-0.060718004,0.16293351,0.9433965
1845,2207613-160,-0.007578259,0.20941184,0.9491685
1846,2207613-166,0.013085744,-0.09581661,-0.9047253
1847,2207613-167,0.0022117784,0.21438788,-0.73405993
1848,2207613-174,0.009506486,-0.40817097,-1.0390896
1849,2207613-192,-0.020115452,0.26006842,0.9700368
1850,2207613-203,-0.0057043256,0.23471165,1.1757181
1851,2207613-209,0.009503538,-0.4305089,1.3291475
1852,2207613-213,-2.33745,-0.02472924,-0.06459923
1853,2208720-41,-0.029908663,-0.11246113,1.6058193
1854,2208720-44,-0.0041942834,0.1376598,1.3485839
1855,2208720-50,0.0038537872,0.19416349,-1.2503195
1856,2208720-53,-0.001007901,-0.549821,-1.5767608
1857,2208720-56,0.02153638,-0.11606167,1.0460861
1858,2208720-68,0.008295888,-0.1164289,1.0968473
1859,2209381-100,-0.009273301,0.2210986,-0.7238585
1860,2209381-70,-0.0947569,-0.060719393,0.63275754
1861,2209381-77,-0.010131282,0.19637938,0.7870841
1862,2209381-85,-0.0034767108,0.05437696,0.8382979
1863,2209381-92,-0.012555081,0.24235056,0.8365035
1864,2209381-95,-0.02916986,0.27300572,0.7994583
1865,2209722-11,1.611044,-0.60848063,0.17036813
1866,2210523-26,0.0064370856,1.4460008,2.113839
1867,2210523-35,0.0040828837,1.0960271,2.2228715
1868,2210523-38,0.004329265,0.5911673,1.4019089
1869,2210523-43,0.0031131953,0.57826763,1.2854642
1870,2210523-47,0.00039664333,-0.82226557,-1.7264575
1871,2210523-59,-0.0016364668,2.0401723,2.9528296
1872,2210523-62,-0.0011453124,1.1694233,1.8322033
1873,2210523-66,-0.01619595,1.2629513,2.5408125
1874,2210523-70,0.0071418965,-0.49775732,-1.6547452
1875,2212362-47,3.156388,0.52723217,0.49479082
1876,2212949-45,1.8800119,0.26729023,0.99239635
1877,2213191-106,-0.00772933,-0.38054416,1.3026026
1878,2213191-40,0.0002251096,1.2801805,1.2396882
1879,2213191-48,-2.4055908,0.030440995,-0.0364778
1880,2213191-53,0.013919946,1.3838055,1.2426745
1881,2213191-60,1.7873317e-05,-0.05083348,1.4137608
1882,2213191-62,0.0034352648,-1.4963411,-1.3135153
1883,2213191-67,-0.002628347,-0.2820913,1.6280872
1884,2213191-68,-0.008805854,-0.48522007,1.2852652
1885,2214151-11,-0.000489698,-1.385407,-1.2794442
1886,2214811-8,-0.0022327858,-1.5750867,0.08595436
1887,2215146-4,0.0045621237,-1.094829,0.24078041
1888,2215293-9,0.015995448,-0.14261518,-1.3284227
1889,2215381-8,0.015547936,-1.7634405,-0.36189353
1890,2216799-23,-0.05263902,0.8018272,0.8450409
1891,2216799-30,-0.012237488,0.28182086,1.18491
1892,2216799-34,-2.6146674e-05,-0.55752903,-0.9918537
1893,2216799-41,0.004547476,1.8782073,2.1089504
1894,2216799-67,0.0049265474,0.1574128,1.0417498
1895,2216799-71,0.0116509395,-0.21185796,-1.1411508
1896,2218250-71,-1.598934,-0.253373,-0.239765
1897,2219406-6,0.010098771,-1.0819311,0.4196716
1898,2219905-7,-1.9315426,-0.43173146,-0.03449884
1899,2222991-6,8.2343875e-05,-1.8281051,-1.850932
1900,2222992-9,0.0043953652,0.22113062,-0.7607464
1901,2224574-5,0.30173755,-2.0653222,-1.2555734
1902,2224760-5,0.00045894642,-1.760772,-1.669488
1903,2226336-8,-0.0034950401,-1.5984101,-1.3572167
1904,2226362-7,0.0008000614,-2.3514528,-2.262185
1905,2227826-24,0.1774771,0.16460207,0.6670169
1906,2227917-37,-0.0041788477,1.9295862,-0.25603086
1907,2227917-42,0.010162269,-1.9428687,0.49972263
1908,2228665-48,0.004834022,-0.7939853,-0.027575022
1909,2229812-6,-0.010972498,-0.930342,-0.89243555
1910,2229813-5,-0.005621507,-0.18534149,-1.4576703
1911,2230573-7,-0.002716965,0.33461156,-0.8056775
1912,2232173-4,-6.0601924e-06,-2.7216055,-2.588188
1913,28692-121,0.0038536512,0.66680366,-0.20289437
1914,358126-146,0.0022999255,0.983012,1.4477282
1915,358126-152,0.012472506,2.5011272,2.388695
1916,946494-64,0.67603093,-1.4991456,-0.75699204
1917,946494-75,0.6738101,-1.9858418,-1.2386729
1918,946494-77,0.447094,-1.6046346,-0.67976314
1919,1198512-250,0.8916292,-1.5073942,-0.44187298
1920,1198512-272,1.0702711,-1.1556504,-0.39310887
1921,2164132-54,0.00063099636,-2.1988494,0.039673813
1922,2164132-60,-0.014059286,-2.8592105,0.09951007
1923,2191205-43,-0.00014011787,2.5043075,0.37577543
1924,2191205-54,0.005027996,1.858572,0.31348786
1925,2191205-76,0.010168904,-0.29986867,0.67292744
1926,2205645-113,-0.00044577653,-0.086657606,0.93681747
1927,2205645-121,-0.0226896,0.4818877,0.30127394
1928,2205645-60,-0.28187647,1.0306351,1.8858916
1929,2205645-74,-0.7126837,1.2917993,2.244953
1930,2205645-77,0.50316805,-0.5548134,-1.252063
1931,2205645-82,-0.53550047,0.15861754,0.9806329
1932,2205645-92,-0.0040600244,-0.047920886,2.3399372
1933,2205645-99,-0.012584204,0.7276411,0.3329534
1934,2206203-119,0.022834728,-0.04546878,1.1906238
1935,2206203-138,-0.0013484142,0.21785623,-1.4501368
1936,2206203-146,-1.5943044,-0.023652941,-0.27549043
1937,2206203-165,-0.86342657,-0.42965168,0.5872358
1938,2206203-171,-0.28163707,-0.020050341,0.4037038
1939,2206203-177,0.030287832,-0.5416957,1.3519956
1940,2206203-197,0.7419094,0.17035498,0.8370457
1941,2206203-220,0.032046907,-0.19145922,0.53209156
1942,2206203-223,0.19857031,0.18406674,0.752934
1943,2206395-51,0.64176595,-0.9331775,0.24495992
1944,2206395-55,-2.5419037,0.10992994,-0.019846693
1945,2206395-58,-3.0093408,-0.34823126,0.12829313
1946,2206395-99,-2.9887474,-0.14902815,-0.17845236
1947,2222884-39,-0.020572724,0.91219425,1.1584934
1948,2222884-43,0.0025118995,1.6983523,1.8629811
1949,2222884-47,-1.2080322e-05,-2.647966,-2.948487
1950,2222884-48,2.0725722e-05,-1.9236646,-2.3826447
1951,2222884-54,-0.0199554,1.2127181,1.2265958
1952,2222884-57,-0.0014460773,1.2775283,2.0324595
1953,2222884-59,-0.011068332,1.3126702,1.2166903
1954,2222884-62,0.013085601,-0.9621926,-1.8914633
1955,2222884-67,0.00023981393,1.4926324,1.6251135
1956,2222884-77,2.9688634e-05,1.2409896,1.7345995
1957,2222884-88,0.010721712,-0.14104399,-1.5200287
1958,2222884-98,-0.00032327673,1.9637537,2.1857553
1959,2224067-44,-0.0024792603,0.1842463,1.373837
1960,2224067-58,-0.0038149524,1.9729294,1.8061116
1961,2224225-63,1.019154,-1.2196865,-0.71239597
1962,2228978-53,-0.0072105946,0.8661004,0.20809993
1963,2229308-40,-0.010213689,-0.5016757,1.53583
1964,2229308-44,-0.0030121035,0.3340149,-1.6371725
1965,2229308-50,-0.0054029617,-0.34492496,1.3148323
1966,2229308-53,0.00398634,0.17640522,0.947059
1967,2229308-55,-0.01432309,0.40555954,-1.4079779
1968,2229308-56,0.22072393,-0.21120231,-0.6658646
1969,2229308-64,-1.0919796,0.09804448,-1.1012429
1970,2229308-65,-0.99601346,0.16628864,-1.1411736
1971,2229308-70,-0.0006513661,0.44182128,-0.5143989
1972,2229308-89,-0.0049656765,0.20542973,-0.80901915
1973,2230248-6,0.02496531,0.41858244,-2.0808237
1974,2230815-65,0.036787234,-0.037462324,0.7329944
1975,2233488-33,0.8495062,-0.07619124,1.074326
1976,2233718-10,1.2181563,0.18392867,-0.24673896
1977,2236213-24,-0.051847823,1.1390413,1.826455
1978,2236213-50,-2.077227,0.30001175,0.16618389
1979,2236261-46,-0.008798699,-0.61019,1.3434639
1980,2236261-56,0.0035412533,-0.62260157,1.7302369
1981,2236326-12,0.0011315072,-1.2921667,-0.7638415
1982,2236326-19,-2.9945064,-0.84450483,-0.24461305
1983,2236858-34,0.022110032,1.3266544,0.85026264
1984,2238112-32,0.16173574,-0.022891527,0.7566148
1985,2238112-46,0.0021822052,0.14301556,0.665739
1986,2238112-59,0.016110485,-0.045536622,0.8187557
1987,2238112-62,0.008824597,-0.13448067,0.9670768
1988,2238112-71,0.11924815,0.03946296,0.759468
1989,2238112-81,1.4095316,0.18112707,0.73550695
1990,2238112-82,1.4464848,0.28668782,0.95678514
1991,2241642-76,-0.11874052,-0.5814366,-0.08889334
1992,2241642-91,0.0004481371,-0.4084713,1.6433597
1993,2241660-35,0.0017180814,1.9054837,1.6592185
1994,2241660-73,-0.015078944,-0.28597784,1.3763616
1995,2241660-77,-0.0048400075,-0.3785263,1.6134167
1996,2241662-109,0.0022600938,-0.4642695,1.4449996
1997,2241662-131,-0.022436574,0.99274904,-2.3180084
1998,2241662-37,0.00038667425,-0.30704528,2.1166153
1999,2241662-46,0.006311256,-0.2972381,2.144304
2000,2241662-66,-0.0008292634,-0.59962016,2.8287177
2001,2241662-72,0.012904646,-0.8330468,2.7048376
2002,2241662-76,0.00324297,0.5268944,-1.706072
2003,2241662-77,0.78903645,-0.77614945,-1.536786
2004,2241662-79,-0.0002528433,0.9160206,-2.2637856
2005,2241662-81,-0.0013763774,-0.79783493,1.9770503
2006,2241662-90,-0.006194394,-0.5302639,2.1059217
2007,2241662-93,0.004386844,-0.6346448,1.2824107
2008,2241662-98,0.022517158,-0.7150063,1.7187238
2009,2242000-151,1.1387519,-0.0057694665,0.8789525
2010,2242000-83,-0.009818916,-0.18327022,0.54483986
